	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
940	940	ko:K02036	2.3005864659670773e-53	121.20384585304944	6.68156040758724e-52
941	941	ko:K02037	8.29227728518833e-40	89.98807908566198	6.980621002396636e-39
942	942	ko:K02038	1.1342801855521073e-42	96.58257565375646	1.3485331094897277e-41
943	943	ko:K02039	1.9706350942103988e-35	79.91212238114797	1.2103628841479579e-34
944	944	ko:K02040	1.703836019203383e-50	114.5963724587877	4.123688841714855e-49
945	945	ko:K02041	2.564265684644683e-26	58.925540262998794	1.0181937767348908e-25
946	946	ko:K02042	1.5264455469156532e-55	126.21923825396946	5.087317699802497e-54
948	948	ko:K02044	3.6565498503185566e-32	72.38620293683056	1.951119644540059e-31
949	949	ko:K02045	0.000705840805409214	7.256120833986225	0.0008130166330860805
953	953	ko:K02049	1.2217373215771252e-57	131.0470764208108	4.396091990736807e-56
954	954	ko:K02050	5.414866442131124e-44	99.62459587601562	7.565926788214828e-43
955	955	ko:K02051	1.596146306916015e-35	80.1228860889655	9.984509052185411e-35
956	956	ko:K02052	1.0226095660867662e-40	92.08104596147062	1.042087843536038e-39
957	957	ko:K02053	4.025147275369733e-49	111.43410805635314	8.65939091092769e-48
958	958	ko:K02054	6.865408342022957e-34	76.36139764262438	3.887848233797402e-33
959	959	ko:K02055	2.6351872522153605e-45	102.64737494180427	4.2018319088265315e-44
960	960	ko:K02056	5.414866442131124e-44	99.62459587601562	7.565926788214828e-43
961	961	ko:K02057	1.4271114214550154e-75	172.33822955819937	9.834974643451005e-74
962	962	ko:K02058	5.414866442131124e-44	99.62459587601562	7.565926788214828e-43
963	963	ko:K02063	0.00017649913922302107	8.642194558526208	0.00021063853832720977
964	964	ko:K02064	0.00017649913922302107	8.642194558526208	0.00021063853832720977
965	965	ko:K02065	1.2782733146185546e-29	66.52945750253315	5.987856333224704e-29
966	966	ko:K02066	1.2782733146185546e-29	66.52945750253315	5.987856333224704e-29
967	967	ko:K02067	4.596333711818011e-22	49.1316130793326	1.4398068468607112e-21
968	968	ko:K02068	3.1143699012244266e-07	14.982068798080705	4.816670984548695e-07
969	969	ko:K02069	9.589702941968254e-18	39.18584176128868	2.4369832601276824e-17
970	970	ko:K02071	9.69043509225327e-82	186.54083829945577	7.880261817020359e-80
971	971	ko:K02072	5.629681697498543e-77	175.57099925684457	4.087551032505192e-75
972	972	ko:K02073	4.401302113688241e-95	217.2636834023611	5.965231464752129e-93
973	973	ko:K02074	8.851298330720985e-31	69.19957373051929	4.3152732629150506e-30
974	974	ko:K02075	0.00039708801653915126	7.831352597720968	0.0004634213189575744
975	975	ko:K02076	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
976	976	ko:K02077	0.00017649913922302107	8.642194558526208	0.00021063853832720977
977	977	ko:K02078	1.4503085663788808e-71	163.11176526438518	8.190214765134068e-70
978	978	ko:K02081	0.00039708801653915126	7.831352597720968	0.0004634213189575744
979	979	ko:K02082	6.401950352738482e-25	55.70802463829473	2.3599574011092172e-24
980	980	ko:K02083	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
981	981	ko:K02086	1.0382832580224185e-09	20.68569720116172	1.8855112671367368e-09
983	983	ko:K02103	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
984	984	ko:K02106	0.00039708801653915126	7.831352597720968	0.0004634213189575744
985	985	ko:K02107	2.74932781424897e-12	26.61966466531043	5.346134334163707e-12
986	986	ko:K02108	3.304630049980528e-47	107.02617484014765	5.945409638593287e-46
987	987	ko:K02109	3.685862960507163e-52	118.42992015550958	9.859683419356662e-51
988	988	ko:K02110	2.707304731754479e-41	93.41003523669937	2.881649486731338e-40
989	989	ko:K02111	3.031322358556799e-44	100.20474514545516	4.315159139692915e-43
990	990	ko:K02112	3.031322358556799e-44	100.20474514545516	4.315159139692915e-43
991	991	ko:K02113	5.020686716646124e-47	106.6079326502276	8.875700952123105e-46
992	992	ko:K02114	3.031322358556799e-44	100.20474514545516	4.315159139692915e-43
993	993	ko:K02115	3.031322358556799e-44	100.20474514545516	4.315159139692915e-43
994	994	ko:K02116	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
995	995	ko:K02117	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
996	996	ko:K02118	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
997	997	ko:K02119	6.401950352738482e-25	55.70802463829473	2.3599574011092172e-24
998	998	ko:K02120	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
999	999	ko:K02121	2.4205906683866732e-20	45.16769027164874	7.106225023581381e-20
1000	1000	ko:K02122	8.392298507662426e-24	53.13472779089257	2.946725883605822e-23
1001	1001	ko:K02123	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
1002	1002	ko:K02124	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
1003	1003	ko:K02160	1.3980610653740318e-38	87.16314721039103	1.0827650079639643e-37
1004	1004	ko:K02168	3.1143699012244266e-07	14.982068798080705	4.816670984548695e-07
1005	1005	ko:K02169	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
1006	1006	ko:K02171	3.032957904819465e-16	35.73182313835182	7.266945692985236e-16
1007	1007	ko:K02172	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1008	1008	ko:K02188	1.297090222740982e-15	34.27865292935814	3.0503000842480233e-15
1009	1009	ko:K02189	8.012735636722288e-19	41.66808453643322	2.249985020643151e-18
1010	1010	ko:K02190	1.1750006673460023e-17	38.98267786534877	2.976668357276539e-17
1011	1011	ko:K02191	6.18475683619379e-13	28.111518518936887	1.2598808264510997e-12
1012	1012	ko:K02192	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1013	1013	ko:K02193	3.032957904819465e-16	35.73182313835182	7.266945692985236e-16
1014	1014	ko:K02194	2.5389414924871583e-21	47.42253969394405	7.641255446671196e-21
1015	1015	ko:K02195	6.401950352738482e-25	55.70802463829473	2.3599574011092172e-24
1016	1016	ko:K02197	8.535688687223968e-19	41.60486072412137	2.354552930953369e-18
1017	1017	ko:K02198	6.865408342022957e-34	76.36139764262438	3.887848233797402e-33
1018	1018	ko:K02199	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1019	1019	ko:K02200	1.4375207369181414e-35	80.2275583355241	9.019998944921548e-35
1021	1021	ko:K02204	2.319438258995045e-11	24.487110996317938	4.386435330732025e-11
1023	1023	ko:K02217	2.472150965070212e-09	19.818177229203442	4.12295562919421e-09
1024	1024	ko:K02221	2.419796171345734e-41	93.52230550285118	2.630719580933624e-40
1025	1025	ko:K02224	4.333008207488372e-15	33.07251435797322	1.0061685534921599e-14
1026	1026	ko:K02226	6.576264564195757e-16	34.95789459917854	1.5591307124209881e-15
1027	1027	ko:K02227	4.333008207488372e-15	33.07251435797322	1.0061685534921599e-14
1029	1029	ko:K02231	4.333008207488372e-15	33.07251435797322	1.0061685534921599e-14
1030	1030	ko:K02232	9.998870705248724e-21	46.05181479573305	2.974060591627016e-20
1031	1031	ko:K02233	4.333008207488372e-15	33.07251435797322	1.0061685534921599e-14
1032	1032	ko:K02236	7.297586737375175e-07	14.130551941380093	1.1154882584273482e-06
1033	1033	ko:K02237	1.1684328188354902e-20	45.896038480045306	3.4677721469964257e-20
1034	1034	ko:K02238	3.075691110153363e-34	77.16436353452247	1.7968046054430424e-33
1035	1035	ko:K02240	2.319438258995045e-11	24.487110996317938	4.386435330732025e-11
1036	1036	ko:K02241	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1037	1037	ko:K02242	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
1038	1038	ko:K02243	1.0993672067252447e-10	22.93111618227887	2.0299850420276315e-10
1039	1039	ko:K02244	2.74932781424897e-12	26.61966466531043	5.346134334163707e-12
1040	1040	ko:K02245	4.605654390068163e-15	33.011491631049935	1.0479345691112005e-14
1041	1041	ko:K02246	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1042	1042	ko:K02248	2.74932781424897e-12	26.61966466531043	5.346134334163707e-12
1044	1044	ko:K02257	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1045	1045	ko:K02259	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1046	1046	ko:K02274	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1047	1047	ko:K02275	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1048	1048	ko:K02276	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1049	1049	ko:K02278	0.00039708801653915126	7.831352597720968	0.0004634213189575744
1050	1050	ko:K02279	0.000705840805409214	7.256120833986225	0.0008130166330860805
1052	1052	ko:K02282	0.0028206239829180143	5.870797147970527	0.0032035355068560463
1053	1053	ko:K02283	5.269283310095217e-09	19.061371477930535	8.766328125551208e-09
1054	1054	ko:K02291	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1055	1055	ko:K02293	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1056	1056	ko:K02299	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1057	1057	ko:K02302	3.395713823087663e-14	31.013677305838243	7.540673077375443e-14
1058	1058	ko:K02303	4.605654390068163e-15	33.011491631049935	1.0479345691112005e-14
1059	1059	ko:K02304	1.2293943844048934e-19	43.54259508915918	3.520223638725561e-19
1060	1060	ko:K02313	7.269906589322061e-38	85.51449009109737	5.345287557356872e-37
1061	1061	ko:K02314	7.860098652814352e-39	87.73901946915679	6.181655923083782e-38
1062	1062	ko:K02315	5.468595401571259e-25	55.86560552355391	2.055019307096926e-24
1063	1063	ko:K02316	7.092550409322427e-47	106.26245437563213	1.2484116867664496e-45
1064	1064	ko:K02334	2.472150965070212e-09	19.818177229203442	4.12295562919421e-09
1065	1065	ko:K02335	8.29227728518833e-40	89.98807908566198	6.980621002396636e-39
1066	1066	ko:K02337	1.2330378251909865e-47	108.01201846964352	2.331875254523977e-46
1067	1067	ko:K02338	1.764891772511339e-38	86.930144163959	1.3463508343397943e-37
1068	1068	ko:K02339	3.2577094940038916e-31	70.19911354358358	1.649545056366105e-30
1069	1069	ko:K02340	8.29227728518833e-40	89.98807908566198	6.980621002396636e-39
1070	1070	ko:K02341	1.5073985813313885e-45	103.20594381344141	2.441865590316106e-44
1071	1071	ko:K02342	7.47095395111288e-74	168.38027418626925	4.746390432066402e-72
1072	1072	ko:K02343	5.8727465667004406e-37	83.42532601744344	3.993074839498995e-36
1073	1073	ko:K02346	2.4649764104781665e-51	116.5296575050332	6.383817888537722e-50
1074	1074	ko:K02348	1.5065986891286692e-22	50.247017459545766	5.033549934262259e-22
1075	1075	ko:K02351	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1076	1076	ko:K02355	1.9190033337365872e-59	135.2007145323987	7.158410600892626e-58
1077	1077	ko:K02356	1.1342801855521073e-42	96.58257565375646	1.3485331094897277e-41
1078	1078	ko:K02357	8.29227728518833e-40	89.98807908566198	6.980621002396636e-39
1079	1079	ko:K02358	3.0455210166258935e-54	123.22592302952924	9.599293374884406e-53
1080	1080	ko:K02361	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
1081	1081	ko:K02363	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1082	1082	ko:K02364	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1083	1083	ko:K02371	1.0681708615812985e-10	22.959903219444303	2.0070160458362107e-10
1084	1084	ko:K02372	3.870486188028926e-50	113.77587452056974	8.841234180070569e-49
1086	1086	ko:K02379	3.2120190435669704e-20	44.8848021349326	9.255896124127075e-20
1087	1087	ko:K02380	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1088	1088	ko:K02381	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1089	1089	ko:K02385	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1090	1090	ko:K02386	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1091	1091	ko:K02387	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1092	1092	ko:K02388	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1093	1093	ko:K02389	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1094	1094	ko:K02390	7.382621255311619e-27	60.17066875164307	2.998775027382322e-26
1095	1095	ko:K02391	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1096	1096	ko:K02392	3.2577094940038916e-31	70.19911354358358	1.649545056366105e-30
1097	1097	ko:K02393	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1098	1098	ko:K02394	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1099	1099	ko:K02395	2.564265684644683e-26	58.925540262998794	1.0181937767348908e-25
1100	1100	ko:K02396	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1101	1101	ko:K02397	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1102	1102	ko:K02398	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1103	1103	ko:K02400	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1104	1104	ko:K02401	7.382621255311619e-27	60.17066875164307	2.998775027382322e-26
1105	1105	ko:K02404	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1106	1106	ko:K02405	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1107	1107	ko:K02406	1.2351491751351246e-48	110.31289271134563	2.536422498030008e-47
1108	1108	ko:K02407	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1109	1109	ko:K02408	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1110	1110	ko:K02409	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1111	1111	ko:K02410	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1112	1112	ko:K02411	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1113	1113	ko:K02412	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1114	1114	ko:K02413	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1115	1115	ko:K02414	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1116	1116	ko:K02415	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1117	1117	ko:K02416	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1118	1118	ko:K02417	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1119	1119	ko:K02418	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1120	1120	ko:K02419	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1121	1121	ko:K02420	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1122	1122	ko:K02421	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1123	1123	ko:K02422	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1124	1124	ko:K02424	1.7062489964666228e-41	93.87169142095634	1.8750293026035914e-40
1125	1125	ko:K02426	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1126	1126	ko:K02427	3.2577094940038916e-31	70.19911354358358	1.649545056366105e-30
1127	1127	ko:K02428	1.4490370646753233e-43	98.6402597562465	1.9704965568461084e-42
1128	1128	ko:K02429	0.0011026816146279472	6.810010234388473	0.001260473276659329
1129	1129	ko:K02431	0.0011026816146279472	6.810010234388473	0.001260473276659329
1130	1130	ko:K02433	3.304630049980528e-47	107.02617484014765	5.945409638593287e-46
1131	1131	ko:K02434	6.040629490659186e-40	90.30489549293785	5.698654178426972e-39
1132	1132	ko:K02435	6.388505458352633e-37	83.34114808732797	4.314894218216247e-36
1133	1133	ko:K02437	4.605654390068163e-15	33.011491631049935	1.0479345691112005e-14
1134	1134	ko:K02440	8.851298330720985e-31	69.19957373051929	4.3152732629150506e-30
1136	1136	ko:K02443	3.032957904819465e-16	35.73182313835182	7.266945692985236e-16
1137	1137	ko:K02444	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1138	1138	ko:K02445	2.3364646941804086e-08	17.57204177146654	3.757937281067065e-08
1139	1139	ko:K02446	7.297586737375175e-07	14.130551941380093	1.1154882584273482e-06
1140	1140	ko:K02453	4.605654390068163e-15	33.011491631049935	1.0479345691112005e-14
1141	1141	ko:K02454	0.0015875112512060531	6.445587739848651	0.0018095937054678475
1142	1142	ko:K02455	0.000705840805409214	7.256120833986225	0.0008130166330860805
1143	1143	ko:K02456	2.668216271867901e-06	12.834100371776444	4.036074167193037e-06
1145	1145	ko:K02466	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1146	1146	ko:K02469	2.952216398076232e-50	114.0466984400694	7.019714546536818e-49
1147	1147	ko:K02470	1.4016124740900302e-34	77.95026982074417	8.283366743677417e-34
1148	1148	ko:K02471	2.319438258995045e-11	24.487110996317938	4.386435330732025e-11
1149	1149	ko:K02472	0.00039708801653915126	7.831352597720968	0.0004634213189575744
1150	1150	ko:K02473	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1151	1151	ko:K02474	0.00039708801653915126	7.831352597720968	0.0004634213189575744
1152	1152	ko:K02475	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1153	1153	ko:K02477	0.0028206239829180143	5.870797147970527	0.0032035355068560463
1155	1155	ko:K02481	3.395713823087663e-14	31.013677305838243	7.540673077375443e-14
1156	1156	ko:K02482	3.2120190435669704e-20	44.8848021349326	9.255896124127075e-20
1157	1157	ko:K02483	1.3552050133255833e-92	211.53387581121814	1.6206657600534769e-90
1158	1158	ko:K02484	1.0906102963415236e-37	85.10891099632643	7.820849144487892e-37
1159	1159	ko:K02487	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1160	1160	ko:K02488	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1161	1161	ko:K02492	6.321065605156438e-32	71.83883517345267	3.333521757531268e-31
1162	1162	ko:K02493	2.5696563414436234e-36	81.94929117710237	1.693391034734161e-35
1163	1163	ko:K02494	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1164	1164	ko:K02499	2.7146241404773645e-16	35.842707982232156	6.673314241342784e-16
1165	1165	ko:K02500	1.375691305621912e-25	57.245670952352924	5.291921332695075e-25
1166	1166	ko:K02501	1.3425760380128985e-22	50.3622818609563	4.552889216480772e-22
1167	1167	ko:K02502	4.647650133761517e-22	49.12051030157903	1.4458565756598568e-21
1168	1168	ko:K02503	1.2321659847794506e-37	84.98687485683796	8.697893913391053e-37
1169	1169	ko:K02506	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
1171	1171	ko:K02509	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1172	1172	ko:K02510	0.00039708801653915126	7.831352597720968	0.0004634213189575744
1173	1173	ko:K02517	1.375691305621912e-25	57.245670952352924	5.291921332695075e-25
1174	1174	ko:K02518	7.269906589322061e-38	85.51449009109737	5.345287557356872e-37
1175	1175	ko:K02519	3.9835880363097314e-39	88.41863569693278	3.171893646089203e-38
1176	1176	ko:K02520	1.5767113416222893e-40	91.64806247126053	1.5337101232144088e-39
1177	1177	ko:K02523	1.5895245021646256e-19	43.285681850623035	4.522747813716842e-19
1178	1178	ko:K02525	3.1143699012244266e-07	14.982068798080705	4.816670984548695e-07
1179	1179	ko:K02526	7.297586737375175e-07	14.130551941380093	1.1154882584273482e-06
1180	1180	ko:K02527	4.596333711818011e-22	49.1316130793326	1.4398068468607112e-21
1181	1181	ko:K02528	2.5696563414436234e-36	81.94929117710237	1.693391034734161e-35
1182	1182	ko:K02529	2.3112921494000477e-158	362.9706379528811	1.5662856465767657e-155
1183	1183	ko:K02530	2.564265684644683e-26	58.925540262998794	1.0181937767348908e-25
1184	1184	ko:K02531	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1185	1185	ko:K02532	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1186	1186	ko:K02533	3.2577094940038916e-31	70.19911354358358	1.649545056366105e-30
1187	1187	ko:K02535	7.214283060008364e-23	50.98339431955675	2.462911412426029e-22
1188	1188	ko:K02536	4.596333711818011e-22	49.1316130793326	1.4398068468607112e-21
1189	1189	ko:K02538	4.9276912457699844e-64	145.7705753804004	2.201757429153929e-62
1190	1190	ko:K02546	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1191	1191	ko:K02547	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1192	1192	ko:K02548	1.5264455469156532e-55	126.21923825396946	5.087317699802497e-54
1193	1193	ko:K02549	1.6575951558809117e-13	29.42823835821298	3.422946624586992e-13
1194	1194	ko:K02551	5.114725244846275e-12	25.998897433540268	9.879559546577175e-12
1195	1195	ko:K02552	3.395713823087663e-14	31.013677305838243	7.540673077375443e-14
1196	1196	ko:K02553	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1197	1197	ko:K02556	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1198	1198	ko:K02557	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1199	1199	ko:K02558	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1200	1200	ko:K02563	1.9567334810385874e-43	98.3398825071166	2.5747826323310344e-42
1201	1201	ko:K02564	2.5764276209840184e-29	65.82856390042723	1.1999719022819036e-28
1202	1202	ko:K02565	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1203	1203	ko:K02566	3.1143699012244266e-07	14.982068798080705	4.816670984548695e-07
1204	1204	ko:K02567	1.673049628878719e-22	50.14222395970256	5.273348675209978e-22
1205	1205	ko:K02568	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1206	1206	ko:K02569	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1207	1207	ko:K02570	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1208	1208	ko:K02573	2.74932781424897e-12	26.61966466531043	5.346134334163707e-12
1209	1209	ko:K02574	3.7914650689649524e-18	40.11377916776205	9.787998076451744e-18
1210	1210	ko:K02575	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
1211	1211	ko:K02584	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1212	1212	ko:K02587	0.002160207261554008	6.137551107466242	0.0024589593296412645
1213	1213	ko:K02588	0.000705840805409214	7.256120833986225	0.0008130166330860805
1214	1214	ko:K02589	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1217	1217	ko:K02598	6.343309226538441e-40	90.25600312746461	5.861794389796659e-39
1218	1218	ko:K02600	1.5073985813313885e-45	103.20594381344141	2.441865590316106e-44
1219	1219	ko:K02601	4.281509404239492e-42	95.2542682937858	4.973890639325078e-41
1220	1220	ko:K02614	0.0015875112512060531	6.445587739848651	0.0018095937054678475
1221	1221	ko:K02617	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1222	1222	ko:K02619	1.908862036083533e-12	26.984513844051385	3.86525549736835e-12
1223	1223	ko:K02621	2.7340301427056327e-34	77.2821163984265	1.5995059798908062e-33
1224	1224	ko:K02622	1.9549638204194207e-36	82.22269166069889	1.2967182534788522e-35
1225	1225	ko:K02624	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1226	1226	ko:K02626	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1227	1227	ko:K02647	3.313964108940118e-18	40.248386585079835	9.01309569695687e-18
1228	1228	ko:K02650	3.258879019231998e-08	17.239297466838146	5.239463065321196e-08
1230	1230	ko:K02652	3.313964108940118e-18	40.248386585079835	9.01309569695687e-18
1231	1231	ko:K02653	1.2680895569817684e-14	31.998679819861167	2.87245244495146e-14
1232	1232	ko:K02654	2.4797010131426758e-27	61.26165951714685	1.07833842988643e-26
1234	1234	ko:K02662	0.000705840805409214	7.256120833986225	0.0008130166330860805
1235	1235	ko:K02663	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1236	1236	ko:K02664	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1238	1238	ko:K02667	4.412673197422999e-05	10.028444791940512	5.520593606375973e-05
1239	1239	ko:K02669	8.012735636722288e-19	41.66808453643322	2.249985020643151e-18
1240	1240	ko:K02687	7.86844028055867e-41	92.34312895541152	8.079060146654431e-40
1241	1241	ko:K02688	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1242	1242	ko:K02744	8.392298507662426e-24	53.13472779089257	2.946725883605822e-23
1243	1243	ko:K02745	4.243209316372072e-30	67.63223289265392	2.0298500908052305e-29
1244	1244	ko:K02746	8.390242553437383e-36	80.76599391789874	5.380871643892177e-35
1245	1245	ko:K02747	1.5537228813646169e-28	64.03172869381	7.035008057492798e-28
1246	1246	ko:K02749	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1247	1247	ko:K02750	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1248	1248	ko:K02752	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1249	1249	ko:K02753	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1250	1250	ko:K02755	3.8582284887260014e-97	222.00054588303578	5.6026989411285434e-95
1251	1251	ko:K02756	3.8582284887260014e-97	222.00054588303578	5.6026989411285434e-95
1252	1252	ko:K02757	3.8582284887260014e-97	222.00054588303578	5.6026989411285434e-95
1253	1253	ko:K02759	1.5763524013372862e-59	135.39740691529943	6.0466498715447224e-58
1254	1254	ko:K02760	7.47095395111288e-74	168.38027418626925	4.746390432066402e-72
1255	1255	ko:K02761	4.3123067461507277e-188	431.4245245140138	8.76691961492443e-185
1256	1256	ko:K02768	1.2635744524263202e-95	218.5116392627791	1.7716185253673856e-93
1257	1257	ko:K02769	6.417460807267246e-108	246.82016751677764	1.1344954627108096e-105
1258	1258	ko:K02770	5.022149222273568e-91	207.92138548844983	5.373699667832718e-89
1259	1259	ko:K02773	2.6880338696704657e-43	98.02234897583861	3.480747042700673e-42
1260	1260	ko:K02774	6.089704149097908e-53	120.23041042792953	1.6959408952213763e-51
1261	1261	ko:K02775	9.136427174504936e-57	129.0350808915606	3.1751036659433395e-55
1262	1262	ko:K02777	4.158533217215947e-43	97.58599657866137	5.3339419751419694e-42
1263	1263	ko:K02778	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1264	1264	ko:K02779	1.9471684747255315e-09	20.056889583881023	3.266166261647694e-09
1265	1265	ko:K02781	2.564265684644683e-26	58.925540262998794	1.0181937767348908e-25
1266	1266	ko:K02782	3.032957904819465e-16	35.73182313835182	7.266945692985236e-16
1267	1267	ko:K02783	4.243209316372072e-30	67.63223289265392	2.0298500908052305e-29
1268	1268	ko:K02784	1.0512853936532384e-07	16.06808205106002	1.650396297526667e-07
1269	1269	ko:K02786	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1270	1270	ko:K02787	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1271	1271	ko:K02788	8.592218139288375e-14	30.085334375821535	1.7915876386844374e-13
1272	1272	ko:K02790	4.158533217215947e-43	97.58599657866137	5.3339419751419694e-42
1273	1273	ko:K02791	4.158533217215947e-43	97.58599657866137	5.3339419751419694e-42
1274	1274	ko:K02793	3.228605227950558e-91	208.36319323645577	3.547975366715397e-89
1275	1275	ko:K02794	1.0424742852667626e-86	197.98072098951212	1.0338293765596725e-84
1276	1276	ko:K02795	6.265134663568745e-65	147.83303096191196	2.9280502921920134e-63
1277	1277	ko:K02796	5.105255088515685e-63	143.4325904398892	2.139996617515956e-61
1278	1278	ko:K02798	3.3356369181439295e-28	63.26771896274684	1.4710086452465528e-27
1279	1279	ko:K02799	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1280	1280	ko:K02800	3.3071641302904654e-24	54.065951167915614	1.179555206470266e-23
1281	1281	ko:K02802	0.00017649913922302107	8.642194558526208	0.00021063853832720977
1282	1282	ko:K02803	6.401950352738482e-25	55.70802463829473	2.3599574011092172e-24
1283	1283	ko:K02804	6.401950352738482e-25	55.70802463829473	2.3599574011092172e-24
